usuario_id,data,plataforma,pais,tempo_assistido_mensal,qtd_titulos_assistidos,genero_favorito,avaliacao_usuario
10,2018-01-19,Netflix,Alemanha,51.2,37,Terror,4.4
10,2018-02-12,Netflix,Alemanha,74.3,42,Terror,4.8
10,2018-03-15,Netflix,Alemanha,72.2,50,Terror,4.5
10,2018-04-26,Netflix,Alemanha,68.3,40,Terror,3.9
10,2018-05-18,Netflix,Alemanha,59.7,40,Terror,4.1
10,2018-06-05,Netflix,Alemanha,50.0,28,Terror,4.5
10,2018-07-20,Netflix,Alemanha,56.7,33,Terror,4.5
10,2018-08-29,Netflix,Alemanha,53.9,30,Terror,4.1
10,2018-09-03,Netflix,Alemanha,79.6,54,Terror,4.3
10,2018-10-03,Netflix,Alemanha,56.4,43,Terror,4.4
10,2018-11-10,Netflix,Alemanha,64.9,36,Terror,4.1
10,2018-12-13,Netflix,Alemanha,88.7,58,Terror,4.8
11,2018-01-23,HBO Max,Alemanha,19.9,12,Drama,3.2
11,2018-02-24,HBO Max,Alemanha,46.6,27,Drama,4.2
11,2018-03-16,HBO Max,Alemanha,34.8,26,Drama,3.5
11,2018-04-17,HBO Max,Alemanha,3.6,2,Drama,4.2
11,2018-05-14,HBO Max,Alemanha,22.6,16,Drama,3.6
11,2018-06-25,HBO Max,Alemanha,44.2,32,Drama,4.5
11,2018-07-14,HBO Max,Alemanha,38.7,28,Drama,3.7
11,2018-08-27,HBO Max,Alemanha,43.4,32,Drama,4.3
11,2018-09-19,HBO Max,Alemanha,13.3,7,Drama,3.1
11,2018-10-03,HBO Max,Alemanha,25.0,18,Drama,4.3
11,2018-11-05,HBO Max,Alemanha,39.7,26,Drama,4.5
11,2018-12-11,HBO Max,Alemanha,30.5,19,Drama,3.8
12,2018-01-21,Apple TV+,EUA,28.2,16,Drama,3.5
12,2018-02-03,Apple TV+,EUA,29.9,20,Drama,3.8
12,2018-03-15,Apple TV+,EUA,31.9,22,Drama,3.7
12,2018-04-15,Apple TV+,EUA,25.7,14,Drama,4.2
12,2018-05-22,Apple TV+,EUA,26.0,14,Drama,3.5
12,2018-06-17,Apple TV+,EUA,47.8,29,Drama,4.1
12,2018-07-12,Apple TV+,EUA,46.5,29,Drama,3.7
12,2018-08-05,Apple TV+,EUA,23.9,14,Drama,4.1
12,2018-09-29,Apple TV+,EUA,16.6,10,Drama,3.4
12,2018-10-27,Apple TV+,EUA,35.3,26,Drama,3.1
12,2018-11-25,Apple TV+,EUA,28.4,19,Drama,4.5
12,2018-12-18,Apple TV+,EUA,30.7,22,Drama,4.2
13,2018-01-21,HBO Max,Reino Unido,15.2,8,Documentário,4.4
13,2018-02-19,HBO Max,Reino Unido,33.9,19,Documentário,3.7
13,2018-03-06,HBO Max,Reino Unido,9.3,5,Documentário,4.1
13,2018-04-25,HBO Max,Reino Unido,39.1,25,Documentário,4.0
13,2018-05-31,HBO Max,Reino Unido,11.1,8,Documentário,3.4
13,2018-06-05,HBO Max,Reino Unido,38.9,21,Documentário,4.0
13,2018-07-14,HBO Max,Reino Unido,35.1,20,Documentário,3.9
13,2018-08-17,HBO Max,Reino Unido,30.3,22,Documentário,3.2
13,2018-09-30,HBO Max,Reino Unido,36.8,26,Documentário,4.1
13,2018-10-28,HBO Max,Reino Unido,50.9,34,Documentário,4.6
13,2018-11-02,HBO Max,Reino Unido,40.0,25,Documentário,3.6
13,2018-12-27,HBO Max,Reino Unido,36.7,21,Documentário,4.5
14,2018-01-04,Prime Video,Alemanha,65.6,37,Ação,4.9
14,2018-02-17,Prime Video,Alemanha,34.8,26,Ação,3.7
14,2018-03-05,Prime Video,Alemanha,51.5,31,Ação,4.6
14,2018-04-10,Prime Video,Alemanha,40.7,31,Ação,3.8
14,2018-05-06,Prime Video,Alemanha,55.6,37,Ação,3.4
14,2018-06-06,Prime Video,Alemanha,53.9,36,Ação,4.0
14,2018-07-11,Prime Video,Alemanha,60.0,40,Ação,4.1
14,2018-08-30,Prime Video,Alemanha,54.8,30,Ação,4.2
14,2018-09-23,Prime Video,Alemanha,28.0,18,Ação,3.8
14,2018-10-08,Prime Video,Alemanha,44.9,30,Ação,4.1
14,2018-11-12,Prime Video,Alemanha,32.0,23,Ação,4.1
14,2018-12-31,Prime Video,Alemanha,34.0,23,Ação,4.0
15,2018-01-31,Netflix,Brasil,59.1,36,Ação,4.5
15,2018-02-17,Netflix,Brasil,53.3,40,Ação,3.8
15,2018-03-29,Netflix,Brasil,52.0,37,Ação,3.7
15,2018-04-10,Netflix,Brasil,38.5,25,Ação,3.8
15,2018-05-28,Netflix,Brasil,89.5,67,Ação,4.4
15,2018-06-03,Netflix,Brasil,67.7,50,Ação,4.7
15,2018-07-09,Netflix,Brasil,58.3,34,Ação,4.0
15,2018-08-07,Netflix,Brasil,49.0,34,Ação,4.2
15,2018-09-21,Netflix,Brasil,55.9,34,Ação,3.1
15,2018-10-31,Netflix,Brasil,50.6,30,Ação,3.1
15,2018-11-18,Netflix,Brasil,68.6,44,Ação,4.3
15,2018-12-09,Netflix,Brasil,45.4,29,Ação,4.0
16,2018-01-05,Netflix,Brasil,35.9,25,Comédia,3.9
16,2018-02-21,Netflix,Brasil,57.2,39,Comédia,4.1
16,2018-03-10,Netflix,Brasil,50.3,36,Comédia,3.6
16,2018-04-20,Netflix,Brasil,63.3,38,Comédia,4.5
16,2018-05-18,Netflix,Brasil,59.9,44,Comédia,4.7
16,2018-06-03,Netflix,Brasil,95.6,57,Comédia,4.9
16,2018-07-17,Netflix,Brasil,44.4,30,Comédia,3.9
16,2018-08-21,Netflix,Brasil,80.9,51,Comédia,3.8
16,2018-09-06,Netflix,Brasil,39.0,28,Comédia,4.1
16,2018-10-19,Netflix,Brasil,53.1,38,Comédia,3.8
16,2018-11-19,Netflix,Brasil,51.1,36,Comédia,3.7
16,2018-12-05,Netflix,Brasil,22.5,12,Comédia,4.0
17,2018-01-06,Disney+,EUA,37.1,20,Comédia,3.5
17,2018-02-22,Disney+,EUA,42.8,29,Comédia,4.0
17,2018-03-20,Disney+,EUA,46.0,26,Comédia,3.6
17,2018-04-24,Disney+,EUA,64.5,44,Comédia,4.8
17,2018-05-29,Disney+,EUA,32.0,21,Comédia,4.0
17,2018-06-20,Disney+,EUA,43.4,30,Comédia,2.8
17,2018-07-11,Disney+,EUA,43.1,29,Comédia,3.6
17,2018-08-27,Disney+,EUA,26.3,17,Comédia,3.9
17,2018-09-30,Disney+,EUA,32.2,21,Comédia,3.8
17,2018-10-19,Disney+,EUA,32.8,19,Comédia,4.1
17,2018-11-02,Disney+,EUA,46.4,30,Comédia,4.5
17,2018-12-27,Disney+,EUA,18.8,10,Comédia,3.3
18,2018-01-28,Netflix,Brasil,65.6,37,Ficção Científica,3.9
18,2018-02-01,Netflix,Brasil,67.3,39,Ficção Científica,4.8
18,2018-03-03,Netflix,Brasil,65.1,46,Ficção Científica,4.0
18,2018-04-02,Netflix,Brasil,55.2,32,Ficção Científica,3.9
18,2018-05-31,Netflix,Brasil,64.3,43,Ficção Científica,5.0
18,2018-06-21,Netflix,Brasil,55.9,32,Ficção Científica,4.4
18,2018-07-25,Netflix,Brasil,29.4,19,Ficção Científica,3.4
18,2018-08-19,Netflix,Brasil,75.8,48,Ficção Científica,3.9
18,2018-09-09,Netflix,Brasil,64.9,43,Ficção Científica,4.1
18,2018-10-21,Netflix,Brasil,73.4,45,Ficção Científica,4.3
18,2018-11-07,Netflix,Brasil,37.8,27,Ficção Científica,4.3
18,2018-12-25,Netflix,Brasil,67.6,43,Ficção Científica,4.7
19,2018-01-19,Disney+,Reino Unido,42.2,30,Ação,4.0
19,2018-02-14,Disney+,Reino Unido,26.9,16,Ação,3.4
19,2018-03-20,Disney+,Reino Unido,40.9,24,Ação,3.7
19,2018-04-21,Disney+,Reino Unido,35.8,20,Ação,4.2
19,2018-05-01,Disney+,Reino Unido,36.8,21,Ação,3.5
19,2018-06-16,Disney+,Reino Unido,34.9,21,Ação,3.6
19,2018-07-29,Disney+,Reino Unido,50.4,30,Ação,4.5
19,2018-08-21,Disney+,Reino Unido,20.4,13,Ação,3.8
19,2018-09-18,Disney+,Reino Unido,18.7,12,Ação,4.3
19,2018-10-10,Disney+,Reino Unido,42.2,26,Ação,5.0
19,2018-11-21,Disney+,Reino Unido,41.3,25,Ação,4.2
19,2018-12-31,Disney+,Reino Unido,42.6,30,Ação,4.1
20,2018-01-10,Disney+,Brasil,62.6,41,Comédia,4.7
20,2018-02-16,Disney+,Brasil,42.2,23,Comédia,4.0
20,2018-03-08,Disney+,Brasil,28.1,15,Comédia,3.7
20,2018-04-26,Disney+,Brasil,70.5,47,Comédia,4.4
20,2018-05-26,Disney+,Brasil,38.1,22,Comédia,3.7
20,2018-06-22,Disney+,Brasil,50.2,28,Comédia,3.1
20,2018-07-13,Disney+,Brasil,24.5,14,Comédia,3.2
20,2018-08-10,Disney+,Brasil,22.0,14,Comédia,3.6
20,2018-09-15,Disney+,Brasil,37.1,23,Comédia,3.8
20,2018-10-03,Disney+,Brasil,49.7,33,Comédia,3.9
20,2018-11-23,Disney+,Brasil,62.2,47,Comédia,4.6
20,2018-12-02,Disney+,Brasil,27.8,15,Comédia,4.0
21,2018-01-06,Apple TV+,Reino Unido,22.3,16,Drama,3.3
21,2018-02-15,Apple TV+,Reino Unido,25.0,15,Drama,3.8
21,2018-03-14,Apple TV+,Reino Unido,25.1,17,Drama,3.7
21,2018-04-16,Apple TV+,Reino Unido,23.9,17,Drama,3.8
21,2018-05-15,Apple TV+,Reino Unido,24.7,15,Drama,3.5
21,2018-06-07,Apple TV+,Reino Unido,38.9,25,Drama,2.8
21,2018-07-11,Apple TV+,Reino Unido,37.5,27,Drama,3.0
21,2018-08-20,Apple TV+,Reino Unido,27.9,15,Drama,3.7
21,2018-09-05,Apple TV+,Reino Unido,10.9,6,Drama,3.3
21,2018-10-11,Apple TV+,Reino Unido,21.4,15,Drama,3.7
21,2018-11-28,Apple TV+,Reino Unido,34.4,26,Drama,4.4
21,2018-12-23,Apple TV+,Reino Unido,18.0,11,Drama,3.4
22,2018-01-11,Disney+,Alemanha,33.7,20,Romance,4.0
22,2018-02-24,Disney+,Alemanha,35.8,25,Romance,3.8
22,2018-03-28,Disney+,Alemanha,48.5,28,Romance,4.2
22,2018-04-12,Disney+,Alemanha,59.8,42,Romance,3.7
22,2018-05-13,Disney+,Alemanha,47.1,36,Romance,3.8
22,2018-06-05,Disney+,Alemanha,20.0,11,Romance,4.4
22,2018-07-25,Disney+,Alemanha,33.7,23,Romance,4.3
22,2018-08-12,Disney+,Alemanha,55.8,38,Romance,3.4
22,2018-09-17,Disney+,Alemanha,24.6,15,Romance,4.4
22,2018-10-18,Disney+,Alemanha,19.0,10,Romance,3.5
22,2018-11-04,Disney+,Alemanha,33.5,19,Romance,4.0
22,2018-12-11,Disney+,Alemanha,51.7,30,Romance,4.0
23,2018-01-08,Netflix,Brasil,54.5,37,Comédia,4.0
23,2018-02-15,Netflix,Brasil,92.3,64,Comédia,4.7
23,2018-03-04,Netflix,Brasil,62.6,34,Comédia,4.1
23,2018-04-09,Netflix,Brasil,40.7,28,Comédia,3.9
23,2018-05-15,Netflix,Brasil,62.9,43,Comédia,3.7
23,2018-06-08,Netflix,Brasil,90.1,52,Comédia,4.7
23,2018-07-05,Netflix,Brasil,63.8,39,Comédia,4.5
23,2018-08-04,Netflix,Brasil,44.9,25,Comédia,4.2
23,2018-09-02,Netflix,Brasil,32.4,20,Comédia,3.3
23,2018-10-10,Netflix,Brasil,54.8,34,Comédia,4.1
23,2018-11-13,Netflix,Brasil,50.8,35,Comédia,3.4
23,2018-12-28,Netflix,Brasil,80.1,55,Comédia,3.9
24,2018-01-20,Netflix,Brasil,45.8,28,Ficção Científica,5.0
24,2018-02-14,Netflix,Brasil,61.4,43,Ficção Científica,4.2
24,2018-03-08,Netflix,Brasil,51.4,33,Ficção Científica,4.1
24,2018-04-28,Netflix,Brasil,34.7,20,Ficção Científica,4.2
24,2018-05-29,Netflix,Brasil,59.5,36,Ficção Científica,4.8
24,2018-06-06,Netflix,Brasil,36.6,21,Ficção Científica,3.7
24,2018-07-27,Netflix,Brasil,69.5,48,Ficção Científica,4.6
24,2018-08-11,Netflix,Brasil,33.6,24,Ficção Científica,4.3
24,2018-09-30,Netflix,Brasil,58.9,42,Ficção Científica,4.3
24,2018-10-19,Netflix,Brasil,76.0,45,Ficção Científica,4.3
24,2018-11-24,Netflix,Brasil,68.4,41,Ficção Científica,4.6
24,2018-12-11,Netflix,Brasil,53.2,34,Ficção Científica,4.3
25,2018-01-07,HBO Max,EUA,41.4,29,Terror,4.0
25,2018-02-25,HBO Max,EUA,47.3,35,Terror,4.0
25,2018-03-06,HBO Max,EUA,18.8,10,Terror,4.1
25,2018-04-16,HBO Max,EUA,51.9,30,Terror,4.0
25,2018-05-17,HBO Max,EUA,49.1,37,Terror,3.8
25,2018-06-15,HBO Max,EUA,13.9,10,Terror,3.8
25,2018-07-16,HBO Max,EUA,38.3,26,Terror,3.7
25,2018-08-29,HBO Max,EUA,31.1,21,Terror,3.9
25,2018-09-10,HBO Max,EUA,56.7,38,Terror,4.1
25,2018-10-16,HBO Max,EUA,48.0,29,Terror,4.1
25,2018-11-01,HBO Max,EUA,36.2,20,Terror,4.3
25,2018-12-03,HBO Max,EUA,53.3,35,Terror,3.8
26,2018-01-31,Prime Video,Índia,68.0,39,Drama,4.0
26,2018-02-13,Prime Video,Índia,28.2,16,Drama,3.1
26,2018-03-17,Prime Video,Índia,40.8,27,Drama,3.8
26,2018-04-15,Prime Video,Índia,34.9,24,Drama,3.4
26,2018-05-31,Prime Video,Índia,44.7,29,Drama,4.0
26,2018-06-08,Prime Video,Índia,34.3,19,Drama,4.1
26,2018-07-07,Prime Video,Índia,54.8,30,Drama,4.0
26,2018-08-19,Prime Video,Índia,68.1,49,Drama,3.9
26,2018-09-12,Prime Video,Índia,46.7,29,Drama,4.2
26,2018-10-02,Prime Video,Índia,29.3,21,Drama,3.8
26,2018-11-02,Prime Video,Índia,38.8,22,Drama,3.7
26,2018-12-10,Prime Video,Índia,40.0,22,Drama,3.8
27,2018-01-16,Netflix,Brasil,81.3,49,Drama,4.1
27,2018-02-20,Netflix,Brasil,65.2,46,Drama,4.0
27,2018-03-29,Netflix,Brasil,63.0,39,Drama,3.5
27,2018-04-27,Netflix,Brasil,47.4,27,Drama,4.0
27,2018-05-21,Netflix,Brasil,50.8,29,Drama,3.9
27,2018-06-22,Netflix,Brasil,68.2,43,Drama,4.6
27,2018-07-16,Netflix,Brasil,57.3,38,Drama,3.8
27,2018-08-10,Netflix,Brasil,73.3,47,Drama,3.9
27,2018-09-18,Netflix,Brasil,52.2,30,Drama,4.1
27,2018-10-01,Netflix,Brasil,7.8,4,Drama,3.2
27,2018-11-28,Netflix,Brasil,52.7,32,Drama,4.4
27,2018-12-04,Netflix,Brasil,35.4,20,Drama,4.0
28,2018-01-14,Netflix,Reino Unido,68.9,39,Documentário,4.6
28,2018-02-05,Netflix,Reino Unido,66.1,38,Documentário,4.4
28,2018-03-29,Netflix,Reino Unido,76.0,47,Documentário,4.7
28,2018-04-09,Netflix,Reino Unido,50.3,28,Documentário,4.2
28,2018-05-24,Netflix,Reino Unido,57.5,39,Documentário,4.1
28,2018-06-12,Netflix,Reino Unido,49.7,29,Documentário,4.2
28,2018-07-25,Netflix,Reino Unido,60.4,46,Documentário,4.6
28,2018-08-13,Netflix,Reino Unido,72.3,40,Documentário,3.6
28,2018-09-12,Netflix,Reino Unido,39.6,24,Documentário,4.2
28,2018-10-02,Netflix,Reino Unido,82.4,60,Documentário,4.4
28,2018-11-13,Netflix,Reino Unido,63.7,35,Documentário,4.8
28,2018-12-02,Netflix,Reino Unido,78.1,44,Documentário,3.7
29,2018-01-19,Prime Video,Brasil,40.5,27,Ficção Científica,4.0
29,2018-02-18,Prime Video,Brasil,41.4,26,Ficção Científica,4.0
29,2018-03-07,Prime Video,Brasil,57.0,43,Ficção Científica,3.5
29,2018-04-12,Prime Video,Brasil,48.7,37,Ficção Científica,3.8
29,2018-05-18,Prime Video,Brasil,60.7,36,Ficção Científica,4.1
29,2018-06-10,Prime Video,Brasil,28.0,15,Ficção Científica,3.6
29,2018-07-03,Prime Video,Brasil,30.5,22,Ficção Científica,2.9
29,2018-08-13,Prime Video,Brasil,51.5,36,Ficção Científica,4.4
29,2018-09-17,Prime Video,Brasil,47.4,29,Ficção Científica,3.7
29,2018-10-15,Prime Video,Brasil,42.8,24,Ficção Científica,3.5
29,2018-11-25,Prime Video,Brasil,63.5,42,Ficção Científica,3.7
29,2018-12-18,Prime Video,Brasil,54.0,38,Ficção Científica,4.0
30,2018-01-09,Prime Video,Brasil,32.5,18,Ação,4.4
30,2018-02-27,Prime Video,Brasil,50.1,35,Ação,4.0
30,2018-03-20,Prime Video,Brasil,48.4,28,Ação,4.2
30,2018-04-22,Prime Video,Brasil,49.6,30,Ação,4.2
30,2018-05-20,Prime Video,Brasil,47.0,27,Ação,4.3
30,2018-06-04,Prime Video,Brasil,34.7,25,Ação,3.8
30,2018-07-05,Prime Video,Brasil,38.2,27,Ação,4.6
30,2018-08-04,Prime Video,Brasil,37.6,23,Ação,3.9
30,2018-09-13,Prime Video,Brasil,53.4,36,Ação,3.8
30,2018-10-12,Prime Video,Brasil,42.2,31,Ação,3.9
30,2018-11-26,Prime Video,Brasil,40.5,25,Ação,2.9
30,2018-12-11,Prime Video,Brasil,55.2,31,Ação,3.6
31,2018-01-18,Netflix,Reino Unido,45.5,32,Romance,3.9
31,2018-02-12,Netflix,Reino Unido,96.0,58,Romance,4.5
31,2018-03-25,Netflix,Reino Unido,56.7,38,Romance,4.1
31,2018-04-05,Netflix,Reino Unido,46.9,31,Romance,4.0
31,2018-05-07,Netflix,Reino Unido,45.0,28,Romance,3.8
31,2018-06-20,Netflix,Reino Unido,74.8,53,Romance,4.5
31,2018-07-17,Netflix,Reino Unido,81.0,61,Romance,4.7
31,2018-08-13,Netflix,Reino Unido,87.2,50,Romance,4.5
31,2018-09-17,Netflix,Reino Unido,73.4,49,Romance,4.5
31,2018-10-02,Netflix,Reino Unido,61.7,36,Romance,4.5
31,2018-11-02,Netflix,Reino Unido,91.1,58,Romance,4.1
31,2018-12-02,Netflix,Reino Unido,54.5,40,Romance,4.1
32,2018-01-05,Prime Video,Brasil,38.5,22,Comédia,3.7
32,2018-02-23,Prime Video,Brasil,34.7,20,Comédia,3.6
32,2018-03-11,Prime Video,Brasil,44.8,28,Comédia,4.8
32,2018-04-26,Prime Video,Brasil,35.7,19,Comédia,4.2
32,2018-05-16,Prime Video,Brasil,45.4,32,Comédia,4.0
32,2018-06-17,Prime Video,Brasil,40.0,30,Comédia,4.0
32,2018-07-15,Prime Video,Brasil,42.4,24,Comédia,3.3
32,2018-08-05,Prime Video,Brasil,54.3,35,Comédia,4.4
32,2018-09-20,Prime Video,Brasil,32.7,18,Comédia,3.2
32,2018-10-29,Prime Video,Brasil,29.4,17,Comédia,4.6
32,2018-11-17,Prime Video,Brasil,55.8,31,Comédia,4.0
32,2018-12-05,Prime Video,Brasil,28.7,17,Comédia,3.6
33,2018-01-11,Apple TV+,EUA,39.8,23,Ficção Científica,4.5
33,2018-02-20,Apple TV+,EUA,29.0,16,Ficção Científica,3.5
33,2018-03-11,Apple TV+,EUA,19.5,10,Ficção Científica,3.4
33,2018-04-06,Apple TV+,EUA,28.2,18,Ficção Científica,3.7
33,2018-05-13,Apple TV+,EUA,30.4,19,Ficção Científica,3.7
33,2018-06-20,Apple TV+,EUA,2.7,1,Ficção Científica,3.6
33,2018-07-24,Apple TV+,EUA,21.4,11,Ficção Científica,3.3
33,2018-08-27,Apple TV+,EUA,33.1,22,Ficção Científica,3.3
33,2018-09-10,Apple TV+,EUA,20.3,11,Ficção Científica,3.8
33,2018-10-19,Apple TV+,EUA,9.4,7,Ficção Científica,3.5
33,2018-11-11,Apple TV+,EUA,25.8,17,Ficção Científica,3.2
33,2018-12-17,Apple TV+,EUA,22.4,15,Ficção Científica,4.2
34,2018-01-27,HBO Max,Brasil,57.5,41,Romance,4.4
34,2018-02-17,HBO Max,Brasil,47.7,31,Romance,4.5
34,2018-03-18,HBO Max,Brasil,40.7,25,Romance,4.1
34,2018-04-16,HBO Max,Brasil,30.5,22,Romance,4.0
34,2018-05-23,HBO Max,Brasil,33.9,21,Romance,3.8
